ID,Name,Concepticon_ID,Concepticon_Gloss,Number
169_scare,SCARE,252,FRIGHTEN,169
170_see,SEE,1409,SEE,170
171_seed,SEED,714,SEED,171
172_seek,SEEK,1468,LOOK FOR,172
173_send,SEND,1127,SEND,173
174_sharpen,SHARPEN,251,SHARPEN (SOMETHING),174
175_shellbark,SHELL/BARK,3865,BARK OR SHELL,175
176_sickill,SICK/ILL,1847,SICK,176
177_sister,SISTER,1263,SISTER,177
178_sit,SIT,1416,SIT,178
179_sleep,SLEEP,1585,SLEEP,179
180_small,SMALL,1246,SMALL,180
181_smoke,SMOKE,778,SMOKE (EXHAUST),181
182_snake,SNAKE,730,SNAKE,182
183_snore,SNORE,1983,SNORE,183
184_son,SON,1620,SON,184
185_souracid,SOUR/ACID,1906,SOUR,185
186_speak,SPEAK,1623,SPEAK,186
187_spider,SPIDER,843,SPIDER,187
188_star,STAR,1430,STAR,188
189_stingray,STINGRAY,1910,STINGRAY,189
190_stomach,STOMACH,819,STOMACH,190
191_stone,STONE,857,STONE,191
192_strong,STRONG,785,STRONG,192
193_suck,SUCK,1421,SUCK,193
194_sun,SUN,1343,SUN,194
195_sweep,SWEEP,230,SWEEP,195
196_sweet,SWEET,717,SWEET,196
197_sweetpotato,SWEET_POTATO,159,SWEET POTATO,197
198_swimm,SWIMM,1439,SWIM,198
199_tail,TAIL,1220,TAIL,199
200_tapir,TAPIR,312,TAPIR,200
201_teach,TEACH,709,TEACH,201
202_tellnarrate,TELL/NARRATE,1711,TELL,202
203_terminatefinish,TERMINATE/FINISH,1766,FINISH,203
204_termite,TERMITE,883,TERMITE,204
205_testicles,TESTICLES,797,TESTICLES,205
206_thick,THICK,1244,THICK,206
207_thing,THING,738,THING,207
208_three,THREE,492,THREE,208
209_thorn,THORN,124,THORN,209
210_thunder,THUNDER,1150,THUNDER,210
211_throat,THROAT,1346,THROAT,211
212_tick,TICK,1527,TICK,212
213_tie,TIE,1917,TIE,213
214_tired,TIRED,1757,TIRED,214
215_tobacco,TOBACCO,974,TOBACCO,215
216_tomorrow,TOMORROW,1329,TOMORROW,216
217_tongue,TONGUE,1205,TONGUE,217
218_tree,TREE,906,TREE,218
219_turtle,TURTLE,112,TURTLE,219
220_two,TWO,1498,TWO,220
221_ugly,UGLY,1548,UGLY,221
222_unclemobr,UNCLE (MoBr),2692,MATERNAL UNCLE (MOTHER'S BROTHER),222
223_untie,UNTIE,352,UNTIE,223
224_urinate,URINATE,592,PISS,224
225_vein,VEIN,1924,VEIN,225
226_vomit,VOMIT,1278,VOMIT,226
227_vulture,VULTURE,1185,VULTURE,227
228_walk,WALK,1443,WALK,228
229_want,WANT,1784,WANT,229
230_wash,WASH,1453,WASH,230
231_wasp,WASP,1517,WASP,231
232_water,WATER,948,WATER,232
233_weexcl,WE (excl),1130,WE (EXCLUSIVE),233
234_weincl,WE (incl),1131,WE (INCLUSIVE),234
235_wet,WET,1726,WET,235
236_white,WHITE,1335,WHITE,236
237_wife,WIFE,1199,WIFE,237
238_wind,WIND,960,WIND,238
239_wing,WING,1257,WING,239
240_wing2,WING (2),1257,WING,240
241_woman,WOMAN,962,WOMAN,241
242_worm,WORM,2350,EARTHWORM,242
243_yellow,YELLOW,1424,YELLOW,243
244_yousg,YOU (sg),1215,THOU,244
