ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Mawe-62_finger-1,,Mawe,62_finger,m u ʔ u ɲ ã,m u ʔ u ɲ ã,m u ʔ u ɲ ã,,11987;464078,,,,
Mawe-63_fire-1,,Mawe,63_fire,a r j a,a r j a,a r j a,,11987;464078,,,,
Mawe-66_fish-1,,Mawe,66_fish,p i r a,p i r a,p i r a,,11987;464078,,,,
Mawe-68_flesh-1,,Mawe,68_flesh,p u ʔ i,p u ʔ i,p u ʔ i,,11987;464078,,,,
Mawe-69_flour-1,,Mawe,69_flour,u ʔ i,u ʔ i,u ʔ i,,11987;464078,,,,
Mawe-70_flower-1,,Mawe,70_flower,p o h ɨ t,p o h ɨ t,p o h ɨ t,,11987;464078,,,,
Mawe-71_fly-1,,Mawe,71_fly,m o p ɨ,m o p ɨ,m o p ɨ,,11987;464078,,,,
Mawe-72_flyn-1,,Mawe,72_flyn,w i n,w i n,w i n,,11987;464078,,,,
Mawe-73_foot-1,,Mawe,73_foot,p ɨ,p ɨ,p ɨ,,11987;464078,,,,
Mawe-74_four-1,,Mawe,74_four,t u k a w a,t u k a w a,t u k a w a,,11987;464078,,,,
Mawe-75_frog-1,,Mawe,75_frog,w a ʔ a s a,w a ʔ a s a,w a ʔ a s a,,11987;464078,,,,
Mawe-76_fruit-1,,Mawe,76_fruit,i ʔ p,i ʔ p,i ʔ p,,11987;464078,,,,
Mawe-77_full-1,,Mawe,77_full,h ɨ t,h ɨ t,h ɨ t,,11987;464078,,,,
Mawe-78_gather-1,,Mawe,78_gather,a t u n u ŋ,a t u n u ŋ,a t u n u ŋ,,11987;464078,,,,
Mawe-79_girl-1,,Mawe,79_girl,p i ʔ ã,p i ʔ ã,p i ʔ ã,,11987;464078,,,,
Mawe-80_give-1,,Mawe,80_give,a t u m,a t u m,a t u m,,11987;464078,,,,
Mawe-81_go-1,,Mawe,81_go,t o,t o,t o,,11987;464078,,,,
Mawe-82_goup-1,,Mawe,82_goup,a m,a m,a m,,11987;464078,,,,
Mawe-83_good-1,,Mawe,83_good,w a k u,w a k u,w a k u,,11987;464078,,,,
Mawe-84_grandfather-1,,Mawe,84_grandfather,a s e ʔ i,a s e ʔ i,a s e ʔ i,,11987;464078,,,,
Mawe-85_grass-1,,Mawe,85_grass,i ʔ a n a m,i ʔ a n a m,i ʔ a n a m,,11987;464078,,,,
Mawe-86_green-1,,Mawe,86_green,i h ɨ r ɨ p,i h ɨ r ɨ p,i h ɨ r ɨ p,,11987;464078,,,,
Mawe-87_grow-1,,Mawe,87_grow,t a ŋ,t a ŋ,t a ŋ,,11987;464078,,,,
Mawe-88_hand-1,,Mawe,88_hand,p o,p o,p o,,11987;464078,,,,
Mawe-89_hair-1,,Mawe,89_hair,a p,a p,a p,,11987;464078,,,,
Mawe-90_hammock-1,,Mawe,90_hammock,ĩ n i,ĩ n i,ĩ n i,,11987;464078,,,,
Mawe-91_happy-1,,Mawe,91_happy,w e p i t,w e p i t,w e p i t,,11987;464078,,,,
Mawe-92_hawk-1,,Mawe,92_hawk,h ɨ w i,h ɨ w i,h ɨ w i,,11987;464078,,,,
Mawe-94_hearlisten-1,,Mawe,94_hearlisten,ẽ t u p,ẽ t u p,ẽ t u p,,11987;464078,,,,
Mawe-95_heart-1,,Mawe,95_heart,w e ʔ ã,w e ʔ ã,w e ʔ ã,,11987;464078,,,,
Mawe-96_heavy-1,,Mawe,96_heavy,p o t ɨ j,p o t ɨ j,p o t ɨ j,,11987;464078,,,,
Mawe-97_hedgehog-1,,Mawe,97_hedgehog,j̃ u ʔ i,j̃ u ʔ i,j̃ u ʔ i,,11987;464078,,,,
Mawe-98_help-1,,Mawe,98_help,p o w ɨ r o,p o w ɨ r o,p o w ɨ r o,,11987;464078,,,,
Mawe-99_hen-1,,Mawe,99_hen,w a i p a k a,w a i p a k a,w a i p a k a,,11987;464078,,,,
Mawe-100_hide-1,,Mawe,100_hide,w e m i ŋ,w e m i ŋ,w e m i ŋ,,11987;464078,,,,
Mawe-101_hit-1,,Mawe,101_hit,a h i k,a h i k,a h i k,,11987;464078,,,,
Mawe-103_hot-1,,Mawe,103_hot,a k u p,a k u p,a k u p,,11987;464078,,,,
Mawe-104_house-1,,Mawe,104_house,ɨ a t,ɨ a t,ɨ a t,,11987;464078,,,,
Mawe-105_howlermonkey-1,,Mawe,105_howlermonkey,a w ɨ k ɨ,a w ɨ k ɨ,a w ɨ k ɨ,,11987;464078,,,,
Mawe-107_jacarecaimancrocodile-1,,Mawe,107_jacarecaimancrocodile,j a k a r e,j a k a r e,j a k a r e,,11987;464078,,,,
Mawe-108_jaguar-1,,Mawe,108_jaguar,a w ɨ a t o,a w ɨ a t o,a w ɨ a t o,,11987;464078,,,,
Mawe-109_kill-1,,Mawe,109_kill,a u k a,a u k a,a u k a,,11987;464078,,,,
Mawe-110_knee-1,,Mawe,110_knee,m ɨ ʔ a k a ŋ ʔ a,m ɨ ʔ a k a ŋ ʔ a,m ɨ ʔ a k a ŋ ʔ a,,11987;464078,,,,
Mawe-111_knife-1,,Mawe,111_knife,k ɨ s e,k ɨ s e,k ɨ s e,,11987;464078,,,,
Mawe-112_know-1,,Mawe,112_know,kʷ a p,kʷ a p,kʷ a p,,11987;464078,,,,
Mawe-113_lake-1,,Mawe,113_lake,i h ɨ p ɨ h u a t,i h ɨ p ɨ h u a t,i h ɨ p ɨ h u a t,,11987;464078,,,,
Mawe-114_laugh-1,,Mawe,114_laugh,k ɨ r ɨ,k ɨ r ɨ,k ɨ r ɨ,,11987;464078,,,,
Mawe-115_leaf-1,,Mawe,115_leaf,o p,o p,o p,,11987;464078,,,,
Mawe-117_leg-1,,Mawe,117_leg,ʔ u p,ʔ u p,ʔ u p,,11987;464078,,,,
Mawe-118_liver-1,,Mawe,118_liver,p ɨ ʔ a,p ɨ ʔ a,p ɨ ʔ a,,11987;464078,,,,
Mawe-119_long-1,,Mawe,119_long,ɨ w o p,ɨ w o p,ɨ w o p,,11987;464078,,,,
Mawe-120_lookat-1,,Mawe,120_lookat,h a ʔ ā t,h a ʔ ā t,h a ʔ ā t,,11987;464078,,,,
Mawe-122_louse-1,,Mawe,122_louse,ŋ ɨ p,ŋ ɨ p,ŋ ɨ p,,11987;464078,,,,
Mawe-123_man-1,,Mawe,123_man,i h a i ɲ a,i h a i ɲ a,i h a i ɲ a,,11987;464078,,,,
Mawe-125_many-1,,Mawe,125_many,k a h a t o,k a h a t o,k a h a t o,,11987;464078,,,,
Mawe-126_medicine-1,,Mawe,126_medicine,p o h a ŋ,p o h a ŋ,p o h a ŋ,,11987;464078,,,,
Mawe-127_monkey-1,,Mawe,127_monkey,h a n u ʔ a n,h a n u ʔ a n,h a n u ʔ a n,,11987;464078,,,,
Mawe-128_moon-1,,Mawe,128_moon,w a t ɨ,w a t ɨ,w a t ɨ,,11987;464078,,,,
Mawe-130_mosquito-1,,Mawe,130_mosquito,w ã t i ʔ u,w ã t i ʔ u,w ã t i ʔ u,,11987;464078,,,,
Mawe-131_mother-1,,Mawe,131_mother,t ɨ,t ɨ,t ɨ,,11987;464078,,,,
Mawe-132_motherinlaw2-1,,Mawe,132_motherinlaw2,a t i t o z a,a t i t o z a,a t i t o z a,,11987;464078,,,,
Mawe-134_nailclaw-1,,Mawe,134_nailclaw,m u ʔ u j̃ a ʔ a p e,m u ʔ u j̃ a ʔ a p e,m u ʔ u j̃ a ʔ a p e,,11987;464078,,,,
Mawe-135_name-1,,Mawe,135_name,e t,e t,e t,,11987;464078,,,,
Mawe-136_neck-1,,Mawe,136_neck,h u t ʔ ɨ p,h u t ʔ ɨ p,h u t ʔ ɨ p,,11987;464078,,,,
Mawe-137_nest-1,,Mawe,137_nest,o k,o k,o k,,11987;464078,,,,
Mawe-138_new-1,,Mawe,138_new,p a k u p,p a k u p,p a k u p,,11987;464078,,,,
Mawe-139_night-1,,Mawe,139_night,w ã t ɨ m,w ã t ɨ m,w ã t ɨ m,,11987;464078,,,,
Mawe-140_nose-1,,Mawe,140_nose,a m p ɨ,a m p ɨ,a m p ɨ,,11987;464078,,,,
Mawe-141_one-1,,Mawe,141_one,w e n t u p,w e n t u p,w e n t u p,,11987;464078,,,,
Mawe-143_paca-1,,Mawe,143_paca,p a ɨ,p a ɨ,p a ɨ,,11987;464078,,,,
Mawe-144_painhurt-1,,Mawe,144_painhurt,a t ɨ,a t ɨ,a t ɨ,,11987;464078,,,,
Mawe-145_parrot-1,,Mawe,145_parrot,a h u t,a h u t,a h u t,,11987;464078,,,,
Mawe-146_path-1,,Mawe,146_path,m o a p,m o a p,m o a p,,11987;464078,,,,
Mawe-147_penis-1,,Mawe,147_penis,a h i t,a h i t,a h i t,,11987;464078,,,,
Mawe-148_personhbsomeone-1,,Mawe,148_personhbsomeone,m i t,m i t,m i t,,11987;464078,,,,
Mawe-149_pierce-1,,Mawe,149_pierce,s u k,s u k,s u k,,11987;464078,,,,
Mawe-150_pineapple-1,,Mawe,150_pineapple,n a n a,n a n a,n a n a,,11987;464078,,,,
Mawe-151_play-1,,Mawe,151_play,m a h a r a,m a h a r a,m a h a r a,,11987;464078,,,,
Mawe-152_porridge-1,,Mawe,152_porridge,m i ŋ k a ʔ u,m i ŋ k a ʔ u,m i ŋ k a ʔ u,,11987;464078,,,,
Mawe-153_pumpkin-1,,Mawe,153_pumpkin,j u r u m ũ,j u r u m ũ,j u r u m ũ,,11987;464078,,,,
Mawe-155_rain-1,,Mawe,155_rain,a m a n,a m a n,a m a n,,11987;464078,,,,
Mawe-156_rat-1,,Mawe,156_rat,p ɨ r ɨ k,p ɨ r ɨ k,p ɨ r ɨ k,,11987;464078,,,,
Mawe-157_raw-1,,Mawe,157_raw,i p ɨ r e,i p ɨ r e,i p ɨ r e,,11987;464078,,,,
Mawe-158_red-1,,Mawe,158_red,h u p,h u p,h u p,,11987;464078,,,,
Mawe-159_return-1,,Mawe,159_return,a i p o k,a i p o k,a i p o k,,11987;464078,,,,
Mawe-160_ripe-1,,Mawe,160_ripe,o k t a ŋ,o k t a ŋ,o k t a ŋ,,11987;464078,,,,
Mawe-161_river-1,,Mawe,161_river,i h ɨ,i h ɨ,i h ɨ,,11987;464078,,,,
Mawe-162_root-1,,Mawe,162_root,a p o,a p o,a p o,,11987;464078,,,,
Mawe-163_rope-1,,Mawe,163_rope,h ai t ɨ,h ai t ɨ,h ai t ɨ,,11987;464078,,,,
Mawe-164_round-1,,Mawe,164_round,a w e r e p,a w e r e p,a w e r e p,,11987;464078,,,,
Mawe-165_run-1,,Mawe,165_run,p u t,p u t,p u t,,11987;464078,,,,
Mawe-166_saliva-1,,Mawe,166_saliva,kʷ i t u ʔ e,kʷ i t u ʔ e,kʷ i t u ʔ e,,11987;464078,,,,
Mawe-167_salt-1,,Mawe,167_salt,u k ɨ t,u k ɨ t,u k ɨ t,,11987;464078,,,,
Mawe-171_seed-1,,Mawe,171_seed,a ʔ ɨ j,a ʔ ɨ j,a ʔ ɨ j,,11987;464078,,,,
Mawe-172_seek-1,,Mawe,172_seek,k a t,k a t,k a t,,11987;464078,,,,
Mawe-173_send-1,,Mawe,173_send,p o ʔ o r o,p o ʔ o r o,p o ʔ o r o,,11987;464078,,,,
Mawe-175_shellbark-1,,Mawe,175_shellbark,a p e,a p e,a p e,,11987;464078,,,,
Mawe-177_sister-1,,Mawe,177_sister,n ɨ t,n ɨ t,n ɨ t,,11987;464078,,,,
Mawe-178_sit-1,,Mawe,178_sit,a p ɨ k,a p ɨ k,a p ɨ k,,11987;464078,,,,
Mawe-179_sleep-1,,Mawe,179_sleep,k e t,k e t,k e t,,11987;464078,,,,
Mawe-180_small-1,,Mawe,180_small,h i t,h i t,h i t,,11987;464078,,,,
Mawe-181_smoke-1,,Mawe,181_smoke,h i ŋ,h i ŋ,h i ŋ,,11987;464078,,,,
Mawe-182_snake-1,,Mawe,182_snake,m o j,m o j,m o j,,11987;464078,,,,
Mawe-183_snore-1,,Mawe,183_snore,h õ h õ,h õ h õ,h õ h õ,,11987;464078,,,,
Mawe-184_son-1,,Mawe,184_son,m e mp ɨ t,m e mp ɨ t,m e mp ɨ t,,11987;464078,,,,
Mawe-185_souracid-1,,Mawe,185_souracid,e j̃ u ŋ,e j̃ u ŋ,e j̃ u ŋ,,11987;464078,,,,
Mawe-186_speak-1,,Mawe,186_speak,h a j,h a j,h a j,,11987;464078,,,,
Mawe-188_star-1,,Mawe,188_star,w a j k i r u,w a j k i r u,w a j k i r u,,11987;464078,,,,
Mawe-189_stingray-1,,Mawe,189_stingray,m e mp ɨ,m e mp ɨ,m e mp ɨ,,11987;464078,,,,
Mawe-191_stone-1,,Mawe,191_stone,n u,n u,n u,,11987;464078,,,,
Mawe-193_suck-1,,Mawe,193_suck,s ɨ m,s ɨ m,s ɨ m,,11987;464078,,,,
Mawe-194_sun-1,,Mawe,194_sun,a t,a t,a t,,11987;464078,,,,
Mawe-195_sweep-1,,Mawe,195_sweep,ɨ w ɨ t i p,ɨ w ɨ t i p,ɨ w ɨ t i p,,11987;464078,,,,
Mawe-196_sweet-1,,Mawe,196_sweet,e ʔ ẽ,e ʔ ẽ,e ʔ ẽ,,11987;464078,,,,
Mawe-197_sweetpotato-1,,Mawe,197_sweetpotato,u r i u r u,u r i u r u,u r i u r u,,11987;464078,,,,
Mawe-199_tail-1,,Mawe,199_tail,u w a j p o,u w a j p o,u w a j p o,,11987;464078,,,,
Mawe-200_tapir-1,,Mawe,200_tapir,w e w a t o,w e w a t o,w e w a t o,,11987;464078,,,,
Mawe-201_teach-1,,Mawe,201_teach,m u u ʔ e,m u u ʔ e,m u u ʔ e,,11987;464078,,,,
Mawe-202_tellnarrate-1,,Mawe,202_tellnarrate,e n o j,e n o j,e n o j,,11987;464078,,,,
Mawe-203_terminatefinish-1,,Mawe,203_terminatefinish,p a p,p a p,p a p,,11987;464078,,,,
Mawe-204_termite-1,,Mawe,204_termite,ŋ u p i ʔ a,ŋ u p i ʔ a,ŋ u p i ʔ a,,11987;464078,,,,
Mawe-206_thick-1,,Mawe,206_thick,i w a t o,i w a t o,i w a t o,,11987;464078,,,,
Mawe-208_three-1,,Mawe,208_three,m ɨ e ʔ ɨ m,m ɨ e ʔ ɨ m,m ɨ e ʔ ɨ m,,11987;464078,,,,
Mawe-209_thorn-1,,Mawe,209_thorn,h u,h u,h u,,11987;464078,,,,
Mawe-210_thunder-1,,Mawe,210_thunder,h u r u r e,h u r u r e,h u r u r e,,11987;464078,,,,
Mawe-212_tick-1,,Mawe,212_tick,w e w a t,w e w a t,w e w a t,,11987;464078,,,,
Mawe-213_tie-1,,Mawe,213_tie,k ɨ t ɨ t,k ɨ t ɨ t,k ɨ t ɨ t,,11987;464078,,,,
Mawe-214_tired-1,,Mawe,214_tired,e r a,e r a,e r a,,11987;464078,,,,
Mawe-215_tobacco-1,,Mawe,215_tobacco,s u h u,s u h u,s u h u,,11987;464078,,,,
Mawe-216_tomorrow-1,,Mawe,216_tomorrow,m o ŋ k i ʔ i t e,m o ŋ k i ʔ i t e,m o ŋ k i ʔ i t e,,11987;464078,,,,
Mawe-217_tongue-1,,Mawe,217_tongue,ẽ k u,ẽ k u,ẽ k u,,11987;464078,,,,
Mawe-218_tree-1,,Mawe,218_tree,ʔ ɨ p,ʔ ɨ p,ʔ ɨ p,,11987;464078,,,,
Mawe-219_turtle-1,,Mawe,219_turtle,w a w o r i,w a w o r i,w a w o r i,,11987;464078,,,,
Mawe-220_two-1,,Mawe,220_two,t ɨ p ɨ,t ɨ p ɨ,t ɨ p ɨ,,11987;464078,,,,
Mawe-221_ugly-1,,Mawe,221_ugly,k a h u ʔ i,k a h u ʔ i,k a h u ʔ i,,11987;464078,,,,
Mawe-222_unclemobr-1,,Mawe,222_unclemobr,a m ũ,a m ũ,a m ũ,,11987;464078,,,,
Mawe-224_urinate-1,,Mawe,224_urinate,w e h i,w e h i,w e h i,,11987;464078,,,,
Mawe-227_vulture-1,,Mawe,227_vulture,u r u w u,u r u w u,u r u w u,,11987;464078,,,,
Mawe-228_walk-1,,Mawe,228_walk,w ɨ r ɨ,w ɨ r ɨ,w ɨ r ɨ,,11987;464078,,,,
Mawe-229_want-1,,Mawe,229_want,k ɨ ʔ s a t,k ɨ ʔ s a t,k ɨ ʔ s a t,,11987;464078,,,,
Mawe-231_wasp-1,,Mawe,231_wasp,ŋ a p,ŋ a p,ŋ a p,,11987;464078,,,,
Mawe-232_water-1,,Mawe,232_water,ʔ ɨ,ʔ ɨ,ʔ ɨ,,11987;464078,,,,
Mawe-234_weincl-1,,Mawe,234_weincl,a i t o,a i t o,a i t o,,11987;464078,,,,
Mawe-235_wet-1,,Mawe,235_wet,a p u k,a p u k,a p u k,,11987;464078,,,,
Mawe-236_white-1,,Mawe,236_white,k ɨ t͡s i ŋ,k ɨ t͡s i ŋ,k ɨ t͡s i ŋ,,11987;464078,,,,
Mawe-238_wind-1,,Mawe,238_wind,ɨ w ɨ t u,ɨ w ɨ t u,ɨ w ɨ t u,,11987;464078,,,,
Mawe-239_wing-1,,Mawe,239_wing,p e p o,p e p o,p e p o,,11987;464078,,,,
Mawe-240_wing2-1,,Mawe,240_wing2,a p,a p,a p,,11987;464078,,,,
Mawe-241_woman-1,,Mawe,241_woman,h a r ɨ p o r i a,h a r ɨ p o r i a,h a r ɨ p o r i a,,11987;464078,,,,
Mawe-242_worm-1,,Mawe,242_worm,u w i,u w i,u w i,,11987;464078,,,,
Mawe-243_yellow-1,,Mawe,243_yellow,k a ʔ a j,k a ʔ a j,k a ʔ a j,,11987;464078,,,,
Mawe-244_yousg-1,,Mawe,244_yousg,e n,e n,e n,,11987;464078,,,,
Aweti-1_all-1,,Aweti,1_all,m o m a t i,m o m a t i,m o m a t i,,557177;borella2000aspectos,,,,
Aweti-2_arm-1,,Aweti,2_arm,k ɨ w a,k ɨ w a,k ɨ w a,,557177;borella2000aspectos,,,,
Aweti-5_axe-1,,Aweti,5_axe,k ɨ,k ɨ,k ɨ,,557177;borella2000aspectos,,,,
Aweti-10_basket-1,,Aweti,10_basket,m ã j ã k u,m ã j ã k u,m ã j ã k u,,557177;borella2000aspectos,,,,
Aweti-15_belly-1,,Aweti,15_belly,p ɨ l u p,p ɨ l u p,p ɨ l u p,,557177;borella2000aspectos,,,,
Aweti-16_break-1,,Aweti,16_break,k a,k a,k a,,557177;borella2000aspectos,,,,
Aweti-17_big-1,,Aweti,17_big,w a t u,w a t u,w a t u,,557177;borella2000aspectos,,,,
Aweti-18_bird-1,,Aweti,18_bird,e p u z a,e p u z a,e p u z a,,557177;borella2000aspectos,,,,
Aweti-19_bite-1,,Aweti,19_bite,t u ʔ u,t u ʔ u,t u ʔ u,,557177;borella2000aspectos,,,,
Aweti-20_black-1,,Aweti,20_black,k i l a w,k i l a w,k i l a w,,557177;borella2000aspectos,,,,
Aweti-21_blow-1,,Aweti,21_blow,p e t u,p e t u,p e t u,,557177;borella2000aspectos,,,,
Aweti-22_bone-1,,Aweti,22_bone,k a ŋ,k a ŋ,k a ŋ,,557177;borella2000aspectos,,,,
Aweti-23_boy-1,,Aweti,23_boy,k a m i n o a t,k a m i n o a t,k a m i n o a t,,557177;borella2000aspectos,,,,
Aweti-24_branch-1,,Aweti,24_branch,a k ã,a k ã,a k ã,,557177;borella2000aspectos,,,,
Aweti-25_breast-1,,Aweti,25_breast,k a m,k a m,k a m,,557177;borella2000aspectos,,,,
Aweti-28_burntr-1,,Aweti,28_burntr,a p ɨ,a p ɨ,a p ɨ,,557177;borella2000aspectos,,,,
Aweti-31_butterfly-1,,Aweti,31_butterfly,k u j u k u j u,k u j u k u j u,k u j u k u j u,,557177;borella2000aspectos,,,,
Aweti-32_cair-1,,Aweti,32_cair,ʔ a r,ʔ a r,ʔ a r,,557177;borella2000aspectos,,,,
Aweti-33_canoe-1,,Aweti,33_canoe,m a ʔ ã p e,m a ʔ ã p e,m a ʔ ã p e,,557177;borella2000aspectos,,,,
Aweti-37_come-1,,Aweti,37_come,u t,u t,u t,,557177;borella2000aspectos,,,,
Aweti-38_comb-1,,Aweti,38_comb,ʔ a k ɨ w a p,ʔ a k ɨ w a p,ʔ a k ɨ w a p,,557177;borella2000aspectos,,,,
Aweti-39_corn-1,,Aweti,39_corn,a w a t i,a w a t i,a w a t i,,557177;borella2000aspectos,,,,
Aweti-41_cry-1,,Aweti,41_cry,e t a ʔ a,e t a ʔ a,e t a ʔ a,,557177;borella2000aspectos,,,,
Aweti-42_cut-1,,Aweti,42_cut,a k ɨ t͡s e,a k ɨ t͡s e,a k ɨ t͡s e,,557177;borella2000aspectos,,,,
Aweti-43_dance-1,,Aweti,43_dance,a ʐ ũ,a ʐ ũ,a ʐ ũ,,557177;borella2000aspectos,,,,
Aweti-46_die-1,,Aweti,46_die,m a j õ,m a j õ,m a j õ,,557177;borella2000aspectos,,,,
Aweti-49_drawpaint-1,,Aweti,49_drawpaint,k a t u k a,k a t u k a,k a t u k a,,557177;borella2000aspectos,,,,
Aweti-53_earthland-1,,Aweti,53_earthland,ɨ β e t e,ɨ β e t e,ɨ β e t e,,557177;borella2000aspectos,,,,
