ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Tapirape-104_house-1,,Tapirape,104_house,a k a n,a k a n,a k a n,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-106_husband-1,,Tapirape,106_husband,m e n,m e n,m e n,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-107_jacarecaimancrocodile-1,,Tapirape,107_jacarecaimancrocodile,t͡ʃ ã k ã r e,t͡ʃ ã k ã r e,t͡ʃ ã k ã r e,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-108_jaguar-1,,Tapirape,108_jaguar,t͡ʃ ã w ã r,t͡ʃ ã w ã r,t͡ʃ ã w ã r,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-109_kill-1,,Tapirape,109_kill,t͡ʃ o k ã,t͡ʃ o k ã,t͡ʃ o k ã,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-110_knee-1,,Tapirape,110_knee,k a n ã w ã,k a n ã w ã,k a n ã w ã,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-111_knife-1,,Tapirape,111_knife,k ɨ t͡ʃ e,k ɨ t͡ʃ e,k ɨ t͡ʃ e,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-112_know-1,,Tapirape,112_know,k a a m,k a a m,k a a m,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-113_lake-1,,Tapirape,113_lake,ʔ ɨ o p a m,ʔ ɨ o p a m,ʔ ɨ o p a m,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-114_laugh-1,,Tapirape,114_laugh,p o k ã,p o k ã,p o k ã,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-115_leaf-1,,Tapirape,115_leaf,a p,a p,a p,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-116_learn-1,,Tapirape,116_learn,t͡ʃ e m a ʔ e,t͡ʃ e m a ʔ e,t͡ʃ e m a ʔ e,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-117_leg-1,,Tapirape,117_leg,t ɨ t ɨ m a,t ɨ t ɨ m a,t ɨ t ɨ m a,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-118_liver-1,,Tapirape,118_liver,m ɨ ʔ ã,m ɨ ʔ ã,m ɨ ʔ ã,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-119_long-1,,Tapirape,119_long,p o k o,p o k o,p o k o,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-120_lookat-1,,Tapirape,120_lookat,i t͡ʃ ã k,i t͡ʃ ã k,i t͡ʃ ã k,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-121_looseones-1,,Tapirape,121_looseones,k ã t͡ʃ ɨ m,k ã t͡ʃ ɨ m,k ã t͡ʃ ɨ m,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-122_louse-1,,Tapirape,122_louse,k ɨ p,k ɨ p,k ɨ p,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-123_man-1,,Tapirape,123_man,a k o m a ʔ e,a k o m a ʔ e,a k o m a ʔ e,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-124_manioc-1,,Tapirape,124_manioc,m a n i ʔ a k,m a n i ʔ a k,m a n i ʔ a k,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-125_many-1,,Tapirape,125_many,e t e,e t e,e t e,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-126_medicine-1,,Tapirape,126_medicine,m a h ɨ g,m a h ɨ g,m a h ɨ g,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-127_monkey-1,,Tapirape,127_monkey,k ã ʔ i,k ã ʔ i,k ã ʔ i,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-128_moon-1,,Tapirape,128_moon,t͡ʃ ã ɨ,t͡ʃ ã ɨ,t͡ʃ ã ɨ,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-131_mother-1,,Tapirape,131_mother,ɨ,ɨ,ɨ,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-132_motherinlaw2-1,,Tapirape,132_motherinlaw2,r i h o,r i h o,r i h o,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-133_moustache-1,,Tapirape,133_moustache,ʔ a m a t a m,ʔ a m a t a m,ʔ a m a t a m,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-134_nailclaw-1,,Tapirape,134_nailclaw,m ɨ ã p e,m ɨ ã p e,m ɨ ã p e,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-135_name-1,,Tapirape,135_name,e t,e t,e t,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-136_neck-1,,Tapirape,136_neck,t͡ʃ o t,t͡ʃ o t,t͡ʃ o t,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-137_nest-1,,Tapirape,137_nest,a i t ɨ,a i t ɨ,a i t ɨ,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-138_new-1,,Tapirape,138_new,ʔ ɨ ã o,ʔ ɨ ã o,ʔ ɨ ã o,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-139_night-1,,Tapirape,139_night,ɨ p ɨ t o n,ɨ p ɨ t o n,ɨ p ɨ t o n,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-140_nose-1,,Tapirape,140_nose,t͡ʃ ĩ,t͡ʃ ĩ,t͡ʃ ĩ,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-141_one-1,,Tapirape,141_one,ã t͡ʃ e p e,ã t͡ʃ e p e,ã t͡ʃ e p e,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-144_painhurt-1,,Tapirape,144_painhurt,t͡ʃ e,t͡ʃ e,t͡ʃ e,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-145_parrot-1,,Tapirape,145_parrot,ɑ̃ ʃ o r o,ɑ̃ ʃ o r o,ɑ̃ ʃ o r o,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-146_path-1,,Tapirape,146_path,ã p e,ã p e,ã p e,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-147_penis-1,,Tapirape,147_penis,a k e n,a k e n,a k e n,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-148_personhbsomeone-1,,Tapirape,148_personhbsomeone,ã w ã,ã w ã,ã w ã,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-149_pierce-1,,Tapirape,149_pierce,k o t o k,k o t o k,k o t o k,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-151_play-1,,Tapirape,151_play,t͡ʃ e m a ã r ɨ̃ j,t͡ʃ e m a ã r ɨ̃ j,t͡ʃ e m a ã r ɨ̃ j,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-153_pumpkin-1,,Tapirape,153_pumpkin,k o r o w ã,k o r o w ã,k o r o w ã,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-155_rain-1,,Tapirape,155_rain,a m ɨ n,a m ɨ n,a m ɨ n,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-156_rat-1,,Tapirape,156_rat,a n o t͡ʃ ã,a n o t͡ʃ ã,a n o t͡ʃ ã,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-158_red-1,,Tapirape,158_red,p i r ɨ g,p i r ɨ g,p i r ɨ g,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-159_return-1,,Tapirape,159_return,t͡ʃ e w ɨ t,t͡ʃ e w ɨ t,t͡ʃ e w ɨ t,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-161_river-1,,Tapirape,161_river,ʔ ɨ,ʔ ɨ,ʔ ɨ,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-163_rope-1,,Tapirape,163_rope,i n i m b o,i n i m b o,i n i m b o,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-164_round-1,,Tapirape,164_round,ã p a j ã,ã p a j ã,ã p a j ã,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-165_run-1,,Tapirape,165_run,ɨ j,ɨ j,ɨ j,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-166_saliva-1,,Tapirape,166_saliva,e n ɨ,e n ɨ,e n ɨ,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-167_salt-1,,Tapirape,167_salt,ʃ o k ɨ r,ʃ o k ɨ r,ʃ o k ɨ r,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-169_scare-1,,Tapirape,169_scare,m a a n a,m a a n a,m a a n a,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-170_see-1,,Tapirape,170_see,i t͡ʃ ã k,i t͡ʃ ã k,i t͡ʃ ã k,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-171_seed-1,,Tapirape,171_seed,a ʔ ɨ̃ j,a ʔ ɨ̃ j,a ʔ ɨ̃ j,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-172_seek-1,,Tapirape,172_seek,m a m ɨ r õ,m a m ɨ r õ,m a m ɨ r õ,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-173_send-1,,Tapirape,173_send,m a n a,m a n a,m a n a,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-174_sharpen-1,,Tapirape,174_sharpen,ɨ i m e h e,ɨ i m e h e,ɨ i m e h e,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-177_sister-1,,Tapirape,177_sister,k ɨ p ɨ h ɨ t,k ɨ p ɨ h ɨ t,k ɨ p ɨ h ɨ t,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-178_sit-1,,Tapirape,178_sit,ã p ɨ k,ã p ɨ k,ã p ɨ k,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-179_sleep-1,,Tapirape,179_sleep,k e t,k e t,k e t,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-182_snake-1,,Tapirape,182_snake,m a j,m a j,m a j,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-184_son-1,,Tapirape,184_son,m e m ɨ r,m e m ɨ r,m e m ɨ r,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-186_speak-1,,Tapirape,186_speak,t͡ʃ e ʔ e g,t͡ʃ e ʔ e g,t͡ʃ e ʔ e g,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-187_spider-1,,Tapirape,187_spider,t͡ʃ a n o,t͡ʃ a n o,t͡ʃ a n o,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-188_star-1,,Tapirape,188_star,t͡ʃ ã ɨ t ã t ã ʔ i,t͡ʃ ã ɨ t ã t ã ʔ i,t͡ʃ ã ɨ t ã t ã ʔ i,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-189_stingray-1,,Tapirape,189_stingray,t͡ʃ ã w e w ɨ t,t͡ʃ ã w e w ɨ t,t͡ʃ ã w e w ɨ t,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-191_stone-1,,Tapirape,191_stone,i t ã,i t ã,i t ã,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-193_suck-1,,Tapirape,193_suck,p ɨ t e t,p ɨ t e t,p ɨ t e t,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-194_sun-1,,Tapirape,194_sun,kʷ ã r,kʷ ã r,kʷ ã r,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-195_sweep-1,,Tapirape,195_sweep,p e i t,p e i t,p e i t,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-196_sweet-1,,Tapirape,196_sweet,h ẽ ʔ e,h ẽ ʔ e,h ẽ ʔ e,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-197_sweetpotato-1,,Tapirape,197_sweetpotato,t͡ʃ e t ɨ k,t͡ʃ e t ɨ k,t͡ʃ e t ɨ k,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-198_swimm-1,,Tapirape,198_swimm,ʔ ɨ ɨ t ã,ʔ ɨ ɨ t ã,ʔ ɨ ɨ t ã,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-199_tail-1,,Tapirape,199_tail,o w ã j,o w ã j,o w ã j,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-200_tapir-1,,Tapirape,200_tapir,t ã p i ʔ i t,t ã p i ʔ i t,t ã p i ʔ i t,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-201_teach-1,,Tapirape,201_teach,m a ʔ e,m a ʔ e,m a ʔ e,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-202_tellnarrate-1,,Tapirape,202_tellnarrate,k o m e ʔ o,k o m e ʔ o,k o m e ʔ o,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-203_terminatefinish-1,,Tapirape,203_terminatefinish,p ã w,p ã w,p ã w,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-207_thing-1,,Tapirape,207_thing,m a ʔ e,m a ʔ e,m a ʔ e,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-208_three-1,,Tapirape,208_three,m a ã p ɨ t,m a ã p ɨ t,m a ã p ɨ t,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-209_thorn-1,,Tapirape,209_thorn,t͡ʃ õ,t͡ʃ õ,t͡ʃ õ,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-212_tick-1,,Tapirape,212_tick,t ã t e w o k,t ã t e w o k,t ã t e w o k,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-213_tie-1,,Tapirape,213_tie,w a n,w a n,w a n,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-214_tired-1,,Tapirape,214_tired,k a n e ʔ õ,k a n e ʔ õ,k a n e ʔ õ,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-215_tobacco-1,,Tapirape,215_tobacco,p e t ɨ m,p e t ɨ m,p e t ɨ m,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-216_tomorrow-1,,Tapirape,216_tomorrow,a t͡ʃ e i w e,a t͡ʃ e i w e,a t͡ʃ e i w e,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-217_tongue-1,,Tapirape,217_tongue,k õ,k õ,k õ,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-218_tree-1,,Tapirape,218_tree,h ɨ w ɨ r ã,h ɨ w ɨ r ã,h ɨ w ɨ r ã,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-219_turtle-1,,Tapirape,219_turtle,t͡ʃ ã w a t͡ʃ io,t͡ʃ ã w a t͡ʃ io,t͡ʃ ã w a t͡ʃ io,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-220_two-1,,Tapirape,220_two,m o k õ j,m o k õ j,m o k õ j,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-222_unclemobr-1,,Tapirape,222_unclemobr,t o t ɨ t,t o t ɨ t,t o t ɨ t,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-223_untie-1,,Tapirape,223_untie,k a n a m,k a n a m,k a n a m,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-227_vulture-1,,Tapirape,227_vulture,h ɨ r ɨ w o,h ɨ r ɨ w o,h ɨ r ɨ w o,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-228_walk-1,,Tapirape,228_walk,ã t ã,ã t ã,ã t ã,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-229_want-1,,Tapirape,229_want,p a t a n,p a t a n,p a t a n,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-230_wash-1,,Tapirape,230_wash,p a t o k ã,p a t o k ã,p a t o k ã,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-231_wasp-1,,Tapirape,231_wasp,k a m,k a m,k a m,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-232_water-1,,Tapirape,232_water,h ɨ,h ɨ,h ɨ,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-233_weexcl-1,,Tapirape,233_weexcl,a r e,a r e,a r e,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-234_weincl-1,,Tapirape,234_weincl,t͡ʃ a n e,t͡ʃ a n e,t͡ʃ a n e,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-235_wet-1,,Tapirape,235_wet,ã k ɨ m,ã k ɨ m,ã k ɨ m,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-236_white-1,,Tapirape,236_white,s i ŋ,s i ŋ,s i ŋ,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-237_wife-1,,Tapirape,237_wife,ã t ɨ,ã t ɨ,ã t ɨ,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-238_wind-1,,Tapirape,238_wind,ɨ w ɨ t o,ɨ w ɨ t o,ɨ w ɨ t o,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-239_wing-1,,Tapirape,239_wing,p e p a,p e p a,p e p a,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-241_woman-1,,Tapirape,241_woman,k o t͡ʃ ɨ̃,k o t͡ʃ ɨ̃,k o t͡ʃ ɨ̃,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-242_worm-1,,Tapirape,242_worm,e w a,e w a,e w a,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tapirape-244_yousg-1,,Tapirape,244_yousg,t͡ʃ a n e,t͡ʃ a n e,t͡ʃ a n e,,112834;pracca2007morfossintaxe;de1983lingua,,,,
Tembe-1_all-1,,Tembe,1_all,p a w,p a w,p a w,,boudin1978dicionario,,,,
Tembe-2_arm-1,,Tembe,2_arm,z i w a,z i w a,z i w a,,boudin1978dicionario,,,,
Tembe-3_arrow-1,,Tembe,3_arrow,u ʔ ɨ w,u ʔ ɨ w,u ʔ ɨ w,,boudin1978dicionario,,,,
Tembe-4_ash-1,,Tembe,4_ash,t a n i m u k,t a n i m u k,t a n i m u k,,boudin1978dicionario,,,,
Tembe-5_axe-1,,Tembe,5_axe,z ɨ,z ɨ,z ɨ,,boudin1978dicionario,,,,
Tembe-6_back-1,,Tembe,6_back,a p e,a p e,a p e,,boudin1978dicionario,,,,
Tembe-8_bamboo-1,,Tembe,8_bamboo,t a kʷ a r,t a kʷ a r,t a kʷ a r,,boudin1978dicionario,,,,
Tembe-9_banana-1,,Tembe,9_banana,p a k o,p a k o,p a k o,,boudin1978dicionario,,,,
Tembe-10_basket-1,,Tembe,10_basket,p a n a k u,p a n a k u,p a n a k u,,boudin1978dicionario,,,,
Tembe-11_bat-1,,Tembe,11_bat,a n i r a,a n i r a,a n i r a,,boudin1978dicionario,,,,
Tembe-12_bewrong-1,,Tembe,12_bewrong,z a w ɨ,z a w ɨ,z a w ɨ,,boudin1978dicionario,,,,
Tembe-13_beans-1,,Tembe,13_beans,k u m a n a,k u m a n a,k u m a n a,,boudin1978dicionario,,,,
Tembe-17_big-1,,Tembe,17_big,u h u,u h u,u h u,,boudin1978dicionario,,,,
Tembe-18_bird-1,,Tembe,18_bird,w i r a,w i r a,w i r a,,boudin1978dicionario,,,,
Tembe-19_bite-1,,Tembe,19_bite,t i ʔ u,t i ʔ u,t i ʔ u,,boudin1978dicionario,,,,
Tembe-20_black-1,,Tembe,20_black,p i h u n,p i h u n,p i h u n,,boudin1978dicionario,,,,
Tembe-21_blow-1,,Tembe,21_blow,p e z u,p e z u,p e z u,,boudin1978dicionario,,,,
Tembe-22_bone-1,,Tembe,22_bone,k a ŋ,k a ŋ,k a ŋ,,boudin1978dicionario,,,,
Tembe-23_boy-1,,Tembe,23_boy,k u n u m i,k u n u m i,k u n u m i,,boudin1978dicionario,,,,
Tembe-24_branch-1,,Tembe,24_branch,ə k ə,ə k ə,ə k ə,,boudin1978dicionario,,,,
Tembe-25_breast-1,,Tembe,25_breast,k a m,k a m,k a m,,boudin1978dicionario,,,,
Tembe-26_breathe-1,,Tembe,26_breathe,p ɨ t u,p ɨ t u,p ɨ t u,,boudin1978dicionario,,,,
Tembe-27_burnintr-1,,Tembe,27_burnintr,k a j,k a j,k a j,,boudin1978dicionario,,,,
Tembe-28_burntr-1,,Tembe,28_burntr,a p i,a p i,a p i,,boudin1978dicionario,,,,
Tembe-29_bury-1,,Tembe,29_bury,t ɨ m,t ɨ m,t ɨ m,,boudin1978dicionario,,,,
Tembe-30_bush-1,,Tembe,30_bush,k a ʔ a,k a ʔ a,k a ʔ a,,boudin1978dicionario,,,,
Tembe-31_butterfly-1,,Tembe,31_butterfly,p a n a m,p a n a m,p a n a m,,boudin1978dicionario,,,,
Tembe-33_canoe-1,,Tembe,33_canoe,ij i a r i,ij i a r i,ii̯ i a r i,,boudin1978dicionario,,,,
Tembe-34_cashew-1,,Tembe,34_cashew,a k a z u,a k a z u,a k a z u,,boudin1978dicionario,,,,
Tembe-35_cloud-1,,Tembe,35_cloud,ɨ w a k u n,ɨ w a k u n,ɨ w a k u n,,boudin1978dicionario,,,,
Tembe-36_coati-1,,Tembe,36_coati,kʷ a t i,kʷ a t i,kʷ a t i,,boudin1978dicionario,,,,
Tembe-37_come-1,,Tembe,37_come,u r,u r,u r,,boudin1978dicionario,,,,
Tembe-38_comb-1,,Tembe,38_comb,k ɨ w a w,k ɨ w a w,k ɨ w a w,,boudin1978dicionario,,,,
Tembe-39_corn-1,,Tembe,39_corn,a w a t i,a w a t i,a w a t i,,boudin1978dicionario,,,,
Tembe-40_cotton-1,,Tembe,40_cotton,a m a n i z u,a m a n i z u,a m a n i z u,,boudin1978dicionario,,,,
Tembe-41_cry-1,,Tembe,41_cry,z a j ʔ o,z a j ʔ o,z a j ʔ o,,boudin1978dicionario,,,,
Tembe-42_cut-1,,Tembe,42_cut,k ɨ t ɨ,k ɨ t ɨ,k ɨ t ɨ,,boudin1978dicionario,,,,
Tembe-43_dance-1,,Tembe,43_dance,p o r a t͡s e j,p o r a t͡s e j,p o r a t͡s e j,,boudin1978dicionario,,,,
Tembe-44_day-1,,Tembe,44_day,a r,a r,a r,,boudin1978dicionario,,,,
Tembe-45_defecate-1,,Tembe,45_defecate,k a ʔ a,k a ʔ a,k a ʔ a,,boudin1978dicionario,,,,
Tembe-46_die-1,,Tembe,46_die,m a n o,m a n o,m a n o,,boudin1978dicionario,,,,
Tembe-47_dirty-1,,Tembe,47_dirty,k ɨ ʔ a,k ɨ ʔ a,k ɨ ʔ a,,boudin1978dicionario,,,,
Tembe-48_domake-1,,Tembe,48_domake,a p o,a p o,a p o,,boudin1978dicionario,,,,
Tembe-49_drawpaint-1,,Tembe,49_drawpaint,p i n i m,p i n i m,p i n i m,,boudin1978dicionario,,,,
Tembe-50_dressup-1,,Tembe,50_dressup,m u n e h e w,m u n e h e w,m u n e h e w,,boudin1978dicionario,,,,
Tembe-51_dry-1,,Tembe,51_dry,t͡ʃ i n i ŋ,t͡ʃ i n i ŋ,t͡ʃ i n i ŋ,,boudin1978dicionario,,,,
Tembe-52_drystate-1,,Tembe,52_drystate,k a ŋ,k a ŋ,k a ŋ,,boudin1978dicionario,,,,
Tembe-53_earthland-1,,Tembe,53_earthland,ɨ w ɨ,ɨ w ɨ,ɨ w ɨ,,boudin1978dicionario,,,,
Tembe-55_enter-1,,Tembe,55_enter,i k e,i k e,i k e,,boudin1978dicionario,,,,
Tembe-56_eye-1,,Tembe,56_eye,e h a,e h a,e h a,,boudin1978dicionario,,,,
Tembe-57_face-1,,Tembe,57_face,a w a,a w a,a w a,,boudin1978dicionario,,,,
Tembe-58_far-1,,Tembe,58_far,m ɨ r ɨ,m ɨ r ɨ,m ɨ r ɨ,,boudin1978dicionario,,,,
Tembe-59_fatgrease-1,,Tembe,59_fatgrease,k a w e r,k a w e r,k a w e r,,boudin1978dicionario,,,,
Tembe-60_father-1,,Tembe,60_father,u,u,u,,boudin1978dicionario,,,,
Tembe-61_fear-1,,Tembe,61_fear,k ɨ z e,k ɨ z e,k ɨ z e,,boudin1978dicionario,,,,
Tembe-62_finger-1,,Tembe,62_finger,kʷ ə,kʷ ə,kʷ ə,,boudin1978dicionario,,,,
Tembe-63_fire-1,,Tembe,63_fire,t a t a,t a t a,t a t a,,boudin1978dicionario,,,,
Tembe-64_firefly-1,,Tembe,64_firefly,w a ŋ,w a ŋ,w a ŋ,,boudin1978dicionario,,,,
Tembe-66_fish-1,,Tembe,66_fish,p i r a,p i r a,p i r a,,boudin1978dicionario,,,,
Tembe-67_flat-1,,Tembe,67_flat,p e w,p e w,p e w,,boudin1978dicionario,,,,
Tembe-68_flesh-1,,Tembe,68_flesh,o o,o o,o o,,boudin1978dicionario,,,,
Tembe-69_flour-1,,Tembe,69_flour,u ʔ i,u ʔ i,u ʔ i,,boudin1978dicionario,,,,
Tembe-70_flower-1,,Tembe,70_flower,p u t i r,p u t i r,p u t i r,,boudin1978dicionario,,,,
Tembe-71_fly-1,,Tembe,71_fly,w e w e w,w e w e w,w e w e w,,boudin1978dicionario,,,,
Tembe-72_flyn-1,,Tembe,72_flyn,m e r u,m e r u,m e r u,,boudin1978dicionario,,,,
Tembe-73_foot-1,,Tembe,73_foot,p ɨ,p ɨ,p ɨ,,boudin1978dicionario,,,,
Tembe-75_frog-1,,Tembe,75_frog,k u r u r u,k u r u r u,k u r u r u,,boudin1978dicionario,,,,
Tembe-76_fruit-1,,Tembe,76_fruit,ʔ a,ʔ a,ʔ a,,boudin1978dicionario,,,,
Tembe-77_full-1,,Tembe,77_full,ɨ n e h e m,ɨ n e h e m,ɨ n e h e m,,boudin1978dicionario,,,,
Tembe-78_gather-1,,Tembe,78_gather,m o n o h o k,m o n o h o k,m o n o h o k,,boudin1978dicionario,,,,
Tembe-79_girl-1,,Tembe,79_girl,k u z ə t ə ʔ i,k u z ə t ə ʔ i,k u z ə t ə ʔ i,,boudin1978dicionario,,,,
Tembe-80_give-1,,Tembe,80_give,m o n ó,m o n ó,m o n ó,,boudin1978dicionario,,,,
Tembe-82_goup-1,,Tembe,82_goup,a p i r,a p i r,a p i r,,boudin1978dicionario,,,,
Tembe-83_good-1,,Tembe,83_good,k a t u,k a t u,k a t u,,boudin1978dicionario,,,,
Tembe-84_grandfather-1,,Tembe,84_grandfather,a m u j,a m u j,a m u j,,boudin1978dicionario,,,,
Tembe-87_grow-1,,Tembe,87_grow,k a kʷ a ʔ a w,k a kʷ a ʔ a w,k a kʷ a ʔ a w,,boudin1978dicionario,,,,
Tembe-88_hand-1,,Tembe,88_hand,p o,p o,p o,,boudin1978dicionario,,,,
Tembe-89_hair-1,,Tembe,89_hair,a w,a w,a w,,boudin1978dicionario,,,,
Tembe-90_hammock-1,,Tembe,90_hammock,k ɨ h a w,k ɨ h a w,k ɨ h a w,,boudin1978dicionario,,,,
Tembe-91_happy-1,,Tembe,91_happy,u r ɨ w,u r ɨ w,u r ɨ w,,boudin1978dicionario,,,,
Tembe-92_hawk-1,,Tembe,92_hawk,z a w a t o,z a w a t o,z a w a t o,,boudin1978dicionario,,,,
Tembe-93_heal-1,,Tembe,93_heal,kʷ e r a w,kʷ e r a w,kʷ e r a w,,boudin1978dicionario,,,,
