NeighborNet

Delta scores for individual taxa
Id	Taxon	Delta Score 	Q-residual
1	ASU		0.38524			0.027501
2	PAK		0.41078			0.035086
3	SUR		0.40451			0.033105
4	TAP		0.38864			0.026242
5	TEM		0.41221			0.029301
6	API		0.40074			0.036974
7	GJJ		0.41668			0.023234
8	AMD		0.35399			0.024136
9	TEH		0.36517			0.028119
10	PAT		0.35842			0.025214
11	UWW		0.35894			0.025265
12	KAB		0.42413			0.035924
13	ASX		0.41026			0.02186
14	ARW		0.42391			0.037486
15	KAY		0.42276			0.026898
16	GUJ		0.43919			0.036785
17	EME		0.40084			0.033078
18	WYJ		0.41047			0.037376
19	WYA		0.40354			0.026674
20	URB		0.40804			0.027822
21	ANA		0.40138			0.025456
22	AVC		0.41787			0.026668
23	TUP		0.42245			0.028029
24	NHE		0.42202			0.031431
25	YUK		0.3935			0.052841
26	GUY		0.39646			0.035076
27	SIR		0.37863			0.041511
28	WAR		0.41019			0.027169
29	CHI		0.384			0.025091
30	MBY		0.3891			0.0344
31	GUP		0.37475			0.024216
32	GAN		0.38418			0.028524
33	GUK		0.41184			0.047476
34	XET		0.43511			0.042717
35	KAW		0.39171			0.033266
36	TPT		0.38653			0.03453
====================================

Delta score = 0.3999
Q-residual score = 0.03157
